#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  26200      1.39e+00    1.19e+00      4.19e-03    4.79e-03      6.29e-02    5.38e-02    4.9e-04
  26300      1.28e+00    1.00e+00      1.60e-02    1.49e-02      5.76e-02    4.50e-02    4.9e-04
  26400      1.06e+00    1.12e+00      1.25e-02    1.13e-02      4.78e-02    5.06e-02    4.9e-04
  26500      1.20e+00    1.22e+00      9.04e-03    8.83e-03      5.41e-02    5.51e-02    4.9e-04
  26600      1.34e+00    1.26e+00      2.66e-02    2.79e-02      6.02e-02    5.64e-02    4.9e-04
  26700      1.50e+00    1.11e+00      3.67e-03    4.86e-03      6.81e-02    5.05e-02    4.9e-04
  26800      1.25e+00    1.08e+00      2.20e-02    2.18e-02      5.62e-02    4.84e-02    4.9e-04
  26900      1.17e+00    1.08e+00      4.84e-03    5.42e-03      5.32e-02    4.89e-02    4.9e-04
  27000      1.21e+00    1.15e+00      2.76e-03    1.22e-03      5.46e-02    5.19e-02    4.9e-04
  27100      1.32e+00    1.10e+00      3.04e-02    3.09e-02      5.88e-02    4.87e-02    4.9e-04
  27200      1.22e+00    1.11e+00      1.88e-02    1.83e-02      5.48e-02    4.99e-02    4.9e-04
  27300      1.07e+00    1.08e+00      4.75e-03    4.29e-03      4.86e-02    4.89e-02    4.9e-04
  27400      1.32e+00    1.42e+00      1.67e-03    2.23e-03      5.97e-02    6.44e-02    4.9e-04
  27500      1.29e+00    1.05e+00      2.24e-03    1.86e-03      5.85e-02    4.76e-02    4.9e-04
  27600      1.54e+00    1.35e+00      2.14e-02    2.09e-02      6.96e-02    6.10e-02    4.9e-04
  27700      1.58e+00    1.16e+00      1.64e-03    4.77e-05      7.13e-02    5.23e-02    4.9e-04
  27800      1.23e+00    9.90e-01      9.73e-03    1.01e-02      5.55e-02    4.47e-02    4.9e-04
  27900      1.37e+00    1.04e+00      1.05e-02    1.04e-02      6.19e-02    4.70e-02    4.9e-04
  28000      1.29e+00    1.31e+00      1.45e-03    1.98e-03      5.84e-02    5.94e-02    4.9e-04
  28100      1.45e+00    1.02e+00      2.53e-03    2.02e-03      6.56e-02    4.60e-02    4.9e-04
  28200      1.11e+00    1.03e+00      1.13e-02    1.06e-02      5.03e-02    4.65e-02    4.9e-04
  28300      1.13e+00    1.21e+00      9.29e-03    1.01e-02      5.09e-02    5.46e-02    4.9e-04
  28400      1.41e+00    1.43e+00      9.26e-04    5.27e-04      6.38e-02    6.49e-02    4.9e-04
  28500      1.41e+00    1.13e+00      1.45e-03    1.32e-03      6.41e-02    5.12e-02    4.9e-04
  28600      1.56e+00    1.40e+00      1.24e-03    1.88e-03      7.08e-02    6.33e-02    4.9e-04
  28700      1.40e+00    1.00e+00      1.32e-02    1.21e-02      6.33e-02    4.53e-02    4.9e-04
  28800      1.26e+00    9.14e-01      8.60e-03    9.17e-03      5.71e-02    4.13e-02    4.9e-04
  28900      1.30e+00    1.12e+00      8.97e-03    8.72e-03      5.88e-02    5.07e-02    4.9e-04
  29000      1.29e+00    1.17e+00      3.06e-03    2.75e-03      5.86e-02    5.28e-02    4.9e-04
  29100      1.06e+00    1.04e+00      3.97e-03    4.28e-03      4.81e-02    4.70e-02    4.9e-04
  29200      1.21e+00    1.18e+00      1.61e-02    1.41e-02      5.45e-02    5.35e-02    4.9e-04
  29300      1.31e+00    1.03e+00      3.87e-03    4.30e-03      5.94e-02    4.68e-02    4.9e-04
  29400      1.36e+00    1.19e+00      1.10e-02    1.15e-02      6.13e-02    5.39e-02    4.9e-04
  29500      1.22e+00    8.84e-01      2.91e-03    2.59e-03      5.51e-02    4.00e-02    4.9e-04
  29600      1.28e+00    1.41e+00      4.74e-03    6.72e-03      5.78e-02    6.38e-02    4.9e-04
  29700      1.37e+00    9.35e-01      1.15e-02    9.92e-03      6.20e-02    4.22e-02    4.9e-04
  29800      1.43e+00    1.19e+00      1.13e-02    1.18e-02      6.49e-02    5.38e-02    4.9e-04
  29900      1.18e+00    1.06e+00      8.43e-04    1.67e-04      5.36e-02    4.78e-02    4.9e-04
  30000      1.25e+00    1.06e+00      7.66e-03    9.71e-03      6.06e-02    5.13e-02    4.2e-04
  30100      1.31e+00    9.59e-01      9.87e-03    8.00e-03      6.35e-02    4.66e-02    4.2e-04
  30200      1.27e+00    9.23e-01      7.98e-03    7.30e-03      6.19e-02    4.49e-02    4.2e-04
  30300      1.35e+00    1.02e+00      1.17e-03    7.63e-04      6.59e-02    4.98e-02    4.2e-04
  30400      1.30e+00    1.03e+00      5.82e-04    9.18e-04      6.32e-02    5.00e-02    4.2e-04
  30500      1.10e+00    1.06e+00      7.22e-04    2.34e-04      5.37e-02    5.18e-02    4.2e-04
  30600      1.28e+00    9.85e-01      2.88e-03    4.62e-03      6.25e-02    4.79e-02    4.2e-04
  30700      1.20e+00    8.80e-01      7.37e-03    7.43e-03      5.85e-02    4.28e-02    4.2e-04
  30800      1.02e+00    8.55e-01      2.32e-03    7.36e-04      4.94e-02    4.16e-02    4.2e-04
  30900      1.18e+00    9.01e-01      1.37e-03    3.39e-04      5.74e-02    4.39e-02    4.2e-04
  31000      1.00e+00    9.91e-01      7.01e-04    2.30e-03      4.88e-02    4.82e-02    4.2e-04
  31100      9.58e-01    9.25e-01      7.53e-04    4.18e-04      4.66e-02    4.50e-02    4.2e-04
  31200      1.10e+00    9.39e-01      1.37e-02    1.47e-02      5.33e-02    4.54e-02    4.2e-04
  31300      1.50e+00    1.17e+00      1.52e-03    2.19e-03      7.28e-02    5.67e-02    4.2e-04
  31400      1.32e+00    9.82e-01      8.76e-04    5.11e-04      6.41e-02    4.78e-02    4.2e-04
  31500      1.13e+00    9.41e-01      1.30e-03    1.19e-03      5.49e-02    4.58e-02    4.2e-04
  31600      1.14e+00    9.76e-01      7.54e-03    6.03e-03      5.54e-02    4.74e-02    4.2e-04
  31700      1.03e+00    8.92e-01      1.03e-02    1.04e-02      4.98e-02    4.32e-02    4.2e-04
  31800      1.11e+00    9.49e-01      1.33e-02    1.20e-02      5.37e-02    4.60e-02    4.2e-04
  31900      1.22e+00    8.71e-01      1.22e-02    1.21e-02      5.90e-02    4.22e-02    4.2e-04
  32000      9.31e-01    9.82e-01      1.61e-02    1.70e-02      4.49e-02    4.74e-02    4.2e-04
  32100      1.10e+00    1.24e+00      1.78e-02    1.69e-02      5.29e-02    6.01e-02    4.2e-04
  32200      1.23e+00    1.06e+00      6.83e-03    7.76e-03      5.96e-02    5.15e-02    4.2e-04
  32300      1.37e+00    1.24e+00      1.63e-02    1.53e-02      6.62e-02    6.00e-02    4.2e-04
  32400      1.11e+00    1.04e+00      1.05e-02    1.30e-02      5.40e-02    5.06e-02    4.2e-04
  32500      1.29e+00    1.05e+00      2.42e-02    2.34e-02      6.22e-02    5.03e-02    4.2e-04
  32600      1.12e+00    1.05e+00      4.36e-03    5.39e-03      5.47e-02    5.13e-02    4.2e-04
  32700      1.22e+00    9.28e-01      1.88e-02    1.84e-02      5.92e-02    4.47e-02    4.2e-04
  32800      9.72e-01    1.01e+00      9.48e-04    1.61e-03      4.73e-02    4.90e-02    4.2e-04
  32900      1.14e+00    1.04e+00      1.07e-03    1.29e-03      5.56e-02    5.07e-02    4.2e-04
  33000      1.06e+00    1.01e+00      3.00e-02    2.94e-02      5.03e-02    4.78e-02    4.2e-04
  33100      1.10e+00    9.01e-01      5.47e-03    7.31e-03      5.37e-02    4.38e-02    4.2e-04
  33200      1.05e+00    1.05e+00      7.41e-03    9.72e-03      5.09e-02    5.10e-02    4.2e-04
  33300      1.12e+00    1.14e+00      2.07e-02    2.01e-02      5.40e-02    5.51e-02    4.2e-04
  33400      1.32e+00    9.53e-01      1.39e-02    1.33e-02      6.42e-02    4.61e-02    4.2e-04
  33500      1.40e+00    1.05e+00      8.80e-04    2.97e-04      6.83e-02    5.12e-02    4.2e-04
  33600      1.20e+00    9.00e-01      6.09e-03    6.83e-03      5.82e-02    4.37e-02    4.2e-04
  33700      1.15e+00    1.12e+00      6.77e-04    8.09e-04      5.59e-02    5.47e-02    4.2e-04
  33800      1.09e+00    9.98e-01      1.95e-02    1.92e-02      5.24e-02    4.81e-02    4.2e-04
  33900      1.01e+00    1.22e+00      7.32e-04    2.19e-04      4.93e-02    5.95e-02    4.2e-04
  34000      1.15e+00    9.01e-01      2.01e-02    1.93e-02      5.53e-02    4.33e-02    4.2e-04
  34100      1.04e+00    9.12e-01      1.25e-02    1.26e-02      5.04e-02    4.41e-02    4.2e-04
  34200      1.19e+00    9.67e-01      3.01e-02    3.02e-02      5.66e-02    4.57e-02    4.2e-04
  34300      1.41e+00    9.32e-01      4.83e-04    1.97e-05      6.85e-02    4.54e-02    4.2e-04
  34400      1.17e+00    1.04e+00      2.79e-03    3.82e-03      5.70e-02    5.04e-02    4.2e-04
  34500      1.07e+00    7.19e-01      2.61e-03    2.59e-03      5.19e-02    3.50e-02    4.2e-04
  34600      1.15e+00    9.45e-01      8.10e-04    4.36e-04      5.59e-02    4.60e-02    4.2e-04
  34700      9.97e-01    9.67e-01      3.51e-03    3.39e-03      4.85e-02    4.70e-02    4.2e-04
  34800      9.77e-01    9.79e-01      6.41e-03    6.84e-03      4.75e-02    4.76e-02    4.2e-04
  34900      1.21e+00    1.23e+00      1.65e-02    1.71e-02      5.88e-02    5.96e-02    4.2e-04
  35000      1.14e+00    1.04e+00      1.27e-03    2.51e-03      5.96e-02    5.44e-02    3.7e-04
  35100      8.41e-01    8.29e-01      2.13e-03    1.36e-03      4.40e-02    4.34e-02    3.7e-04
  35200      9.29e-01    8.05e-01      4.75e-04    6.86e-04      4.86e-02    4.21e-02    3.7e-04
  35300      9.55e-01    8.34e-01      5.74e-04    7.03e-04      4.99e-02    4.36e-02    3.7e-04
  35400      9.73e-01    9.06e-01      1.89e-04    1.04e-03      5.09e-02    4.74e-02    3.7e-04
  35500      9.72e-01    8.29e-01      3.59e-03    3.53e-03      5.08e-02    4.33e-02    3.7e-04
  35600      1.30e+00    1.20e+00      4.57e-03    4.77e-03      6.81e-02    6.29e-02    3.7e-04
  35700      9.80e-01    8.53e-01      1.00e-02    8.98e-03      5.11e-02    4.44e-02    3.7e-04
  35800      9.36e-01    9.11e-01      7.39e-03    6.39e-03      4.88e-02    4.76e-02    3.7e-04
  35900      1.05e+00    9.52e-01      1.98e-02    1.93e-02      5.46e-02    4.91e-02    3.7e-04
  36000      9.29e-01    9.45e-01      8.61e-03    7.32e-03      4.85e-02    4.93e-02    3.7e-04
  36100      1.02e+00    8.71e-01      5.69e-03    5.05e-03      5.35e-02    4.55e-02    3.7e-04
  36200      1.08e+00    9.10e-01      6.55e-03    6.70e-03      5.62e-02    4.75e-02    3.7e-04
  36300      9.82e-01    7.38e-01      7.36e-04    1.46e-03      5.14e-02    3.86e-02    3.7e-04
  36400      1.00e+00    7.94e-01      5.32e-04    3.10e-05      5.25e-02    4.15e-02    3.7e-04
  36500      1.04e+00    9.10e-01      6.48e-03    5.39e-03      5.44e-02    4.75e-02    3.7e-04
  36600      9.48e-01    9.90e-01      1.69e-02    1.67e-02      4.91e-02    5.13e-02    3.7e-04
  36700      1.01e+00    9.74e-01      4.75e-02    4.66e-02      4.90e-02    4.72e-02    3.7e-04
  36800      1.01e+00    1.04e+00      3.67e-02    3.60e-02      5.05e-02    5.22e-02    3.7e-04
  36900      1.13e+00    9.98e-01      1.52e-03    2.06e-03      5.91e-02    5.22e-02    3.7e-04
  37000      9.72e-01    7.50e-01      8.91e-03    9.43e-03      5.07e-02    3.90e-02    3.7e-04
  37100      1.12e+00    1.03e+00      1.44e-02    1.41e-02      5.82e-02    5.37e-02    3.7e-04
  37200      1.04e+00    7.84e-01      2.79e-03    2.40e-03      5.44e-02    4.10e-02    3.7e-04
  37300      9.63e-01    9.20e-01      1.83e-02    1.99e-02      4.98e-02    4.74e-02    3.7e-04
  37400      9.59e-01    8.31e-01      7.67e-03    7.69e-03      5.00e-02    4.33e-02    3.7e-04
  37500      1.03e+00    7.15e-01      1.41e-02    1.49e-02      5.35e-02    3.69e-02    3.7e-04
  37600      9.10e-01    8.73e-01      6.93e-03    7.74e-03      4.75e-02    4.55e-02    3.7e-04
  37700      9.05e-01    8.53e-01      6.08e-03    7.30e-03      4.73e-02    4.45e-02    3.7e-04
  37800      9.80e-01    8.06e-01      2.19e-03    2.66e-03      5.12e-02    4.21e-02    3.7e-04
  37900      1.19e+00    8.53e-01      6.82e-03    6.45e-03      6.21e-02    4.45e-02    3.7e-04
  38000      9.90e-01    9.42e-01      1.32e-02    1.37e-02      5.15e-02    4.89e-02    3.7e-04
  38100      9.27e-01    7.31e-01      3.35e-03    4.30e-03      4.84e-02    3.82e-02    3.7e-04
  38200      1.08e+00    8.12e-01      7.65e-03    7.88e-03      5.62e-02    4.24e-02    3.7e-04
  38300      9.12e-01    7.59e-01      4.34e-03    4.29e-03      4.77e-02    3.96e-02    3.7e-04
  38400      1.25e+00    9.65e-01      2.65e-03    4.12e-03      6.55e-02    5.04e-02    3.7e-04
  38500      1.25e+00    1.00e+00      1.16e-03    2.69e-04      6.52e-02    5.23e-02    3.7e-04
  38600      8.11e-01    7.67e-01      1.25e-02    1.25e-02      4.21e-02    3.98e-02    3.7e-04
  38700      9.82e-01    7.56e-01      1.45e-03    1.38e-03      5.13e-02    3.95e-02    3.7e-04
  38800      9.58e-01    8.21e-01      2.83e-02    2.77e-02      4.87e-02    4.14e-02    3.7e-04
  38900      1.07e+00    7.66e-01      6.87e-03    6.98e-03      5.57e-02    3.99e-02    3.7e-04
  39000      1.05e+00    7.38e-01      4.25e-03    4.27e-03      5.50e-02    3.86e-02    3.7e-04
  39100      1.06e+00    9.17e-01      6.48e-03    4.81e-03      5.53e-02    4.79e-02    3.7e-04
  39200      1.11e+00    7.34e-01      2.00e-03    3.08e-03      5.82e-02    3.84e-02    3.7e-04
  39300      1.12e+00    7.78e-01      3.68e-03    2.92e-03      5.84e-02    4.06e-02    3.7e-04
  39400      9.89e-01    1.06e+00      1.61e-02    1.45e-02      5.13e-02    5.51e-02    3.7e-04
  39500      8.74e-01    9.52e-01      1.04e-02    9.71e-03      4.55e-02    4.96e-02    3.7e-04
  39600      1.37e+00    1.04e+00      1.53e-02    1.55e-02      7.15e-02    5.40e-02    3.7e-04
  39700      9.98e-01    9.37e-01      5.14e-04    3.71e-04      5.22e-02    4.90e-02    3.7e-04
  39800      9.35e-01    9.25e-01      2.33e-03    2.66e-03      4.89e-02    4.83e-02    3.7e-04
  39900      1.12e+00    9.66e-01      9.89e-03    1.00e-02      5.82e-02    5.04e-02    3.7e-04
  40000      9.27e-01    8.38e-01      1.18e-02    1.02e-02      5.18e-02    4.68e-02    3.2e-04
  40100      9.00e-01    7.87e-01      6.11e-03    6.09e-03      5.05e-02    4.41e-02    3.2e-04
  40200      9.49e-01    9.20e-01      4.22e-03    2.92e-03      5.33e-02    5.16e-02    3.2e-04
  40300      8.44e-01    7.35e-01      1.59e-03    8.53e-04      4.74e-02    4.13e-02    3.2e-04
  40400      8.63e-01    6.88e-01      1.11e-02    1.05e-02      4.82e-02    3.83e-02    3.2e-04
  40500      8.21e-01    8.31e-01      1.07e-02    1.06e-02      4.59e-02    4.64e-02    3.2e-04
  40600      7.52e-01    7.24e-01      1.62e-02    1.54e-02      4.16e-02    4.01e-02    3.2e-04
  40700      8.43e-01    6.99e-01      4.14e-03    4.92e-03      4.73e-02    3.92e-02    3.2e-04
  40800      8.58e-01    9.14e-01      6.00e-03    4.64e-03      4.81e-02    5.13e-02    3.2e-04
  40900      8.35e-01    7.02e-01      7.45e-03    5.80e-03      4.68e-02    3.93e-02    3.2e-04
  41000      8.78e-01    7.18e-01      1.53e-02    1.57e-02      4.88e-02    3.97e-02    3.2e-04
  41100      9.70e-01    8.48e-01      4.32e-03    5.73e-03      5.44e-02    4.76e-02    3.2e-04
  41200      1.15e+00    1.12e+00      5.91e-03    4.93e-03      6.46e-02    6.30e-02    3.2e-04
  41300      9.30e-01    8.00e-01      3.83e-03    3.73e-03      5.22e-02    4.49e-02    3.2e-04
  41400      8.41e-01    7.22e-01      2.39e-03    8.05e-04      4.72e-02    4.05e-02    3.2e-04
  41500      7.53e-01    9.10e-01      7.75e-04    6.52e-04      4.23e-02    5.11e-02    3.2e-04
  41600      8.16e-01    7.99e-01      5.76e-03    4.97e-03      4.58e-02    4.48e-02    3.2e-04
  41700      9.02e-01    7.27e-01      1.87e-03    1.64e-03      5.06e-02    4.08e-02    3.2e-04
  41800      8.50e-01    7.41e-01      1.77e-02    1.69e-02      4.70e-02    4.09e-02    3.2e-04
  41900      9.99e-01    7.43e-01      2.10e-03    1.64e-03      5.61e-02    4.17e-02    3.2e-04
  42000      9.72e-01    9.53e-01      2.69e-02    2.74e-02      5.32e-02    5.20e-02    3.2e-04
  42100      8.78e-01    8.08e-01      9.20e-03    9.52e-03      4.91e-02    4.52e-02    3.2e-04
  42200      1.14e+00    1.05e+00      3.24e-03    1.47e-03      6.41e-02    5.88e-02    3.2e-04
  42300      7.63e-01    6.95e-01      3.88e-03    3.78e-03      4.28e-02    3.90e-02    3.2e-04
  42400      7.32e-01    1.06e+00      1.77e-02    1.67e-02      4.03e-02    5.89e-02    3.2e-04
  42500      8.38e-01    9.27e-01      3.17e-03    3.23e-03      4.70e-02    5.20e-02    3.2e-04
  42600      9.10e-01    7.82e-01      5.17e-03    5.48e-03      5.11e-02    4.39e-02    3.2e-04
  42700      9.14e-01    7.66e-01      2.55e-03    3.46e-03      5.13e-02    4.30e-02    3.2e-04
  42800      8.29e-01    7.69e-01      1.32e-02    1.28e-02      4.62e-02    4.28e-02    3.2e-04
  42900      8.42e-01    8.52e-01      5.61e-03    6.55e-03      4.72e-02    4.77e-02    3.2e-04
  43000      8.87e-01    8.51e-01      1.52e-02    1.56e-02      4.94e-02    4.73e-02    3.2e-04
  43100      9.32e-01    7.41e-01      5.45e-04    4.95e-04      5.24e-02    4.16e-02    3.2e-04
  43200      8.38e-01    7.45e-01      2.69e-03    1.74e-03      4.70e-02    4.18e-02    3.2e-04
  43300      7.14e-01    6.96e-01      3.40e-03    3.20e-03      4.01e-02    3.91e-02    3.2e-04
  43400      8.39e-01    8.37e-01      5.77e-03    5.50e-03      4.71e-02    4.70e-02    3.2e-04
  43500      9.50e-01    6.85e-01      1.12e-02    1.29e-02      5.31e-02    3.80e-02    3.2e-04
  43600      8.28e-01    6.03e-01      7.41e-03    7.41e-03      4.64e-02    3.37e-02    3.2e-04
  43700      8.46e-01    6.60e-01      7.03e-03    7.90e-03      4.74e-02    3.69e-02    3.2e-04
  43800      8.65e-01    7.56e-01      5.52e-04    6.17e-04      4.86e-02    4.24e-02    3.2e-04
  43900      9.10e-01    7.91e-01      1.10e-03    1.34e-03      5.11e-02    4.44e-02    3.2e-04
  44000      8.77e-01    7.88e-01      5.03e-04    1.97e-03      4.93e-02    4.43e-02    3.2e-04
  44100      1.15e+00    9.98e-01      9.56e-03    1.12e-02      6.45e-02    5.58e-02    3.2e-04
  44200      8.70e-01    7.84e-01      2.85e-03    2.84e-03      4.88e-02    4.40e-02    3.2e-04
  44300      8.21e-01    7.76e-01      1.01e-02    1.14e-02      4.59e-02    4.33e-02    3.2e-04
  44400      8.42e-01    8.42e-01      2.98e-03    3.10e-03      4.73e-02    4.73e-02    3.2e-04
  44500      9.45e-01    8.16e-01      3.20e-03    3.47e-03      5.31e-02    4.58e-02    3.2e-04
  44600      9.74e-01    8.14e-01      4.79e-03    5.29e-03      5.47e-02    4.56e-02    3.2e-04
  44700      8.88e-01    6.85e-01      5.91e-03    4.82e-03      4.98e-02    3.84e-02    3.2e-04
  44800      8.90e-01    8.00e-01      1.03e-02    9.78e-03      4.98e-02    4.47e-02    3.2e-04
  44900      8.87e-01    7.58e-01      1.43e-03    2.10e-03      4.98e-02    4.26e-02    3.2e-04
  45000      9.37e-01    7.35e-01      1.09e-02    1.10e-02      5.62e-02    4.40e-02    2.7e-04
  45100      7.11e-01    6.66e-01      2.83e-03    1.49e-03      4.29e-02    4.02e-02    2.7e-04
  45200      7.48e-01    7.12e-01      6.74e-03    6.52e-03      4.50e-02    4.28e-02    2.7e-04
  45300      8.29e-01    6.89e-01      4.32e-03    4.22e-03      5.00e-02    4.15e-02    2.7e-04
  45400      8.62e-01    7.61e-01      4.03e-03    4.07e-03      5.20e-02    4.59e-02    2.7e-04
  45500      8.25e-01    6.94e-01      2.20e-03    2.40e-03      4.98e-02    4.19e-02    2.7e-04
  45600      7.69e-01    7.54e-01      6.51e-03    6.79e-03      4.63e-02    4.54e-02    2.7e-04
  45700      8.49e-01    6.65e-01      4.66e-03    4.06e-03      5.12e-02    4.01e-02    2.7e-04
  45800      8.26e-01    7.81e-01      1.73e-03    1.12e-04      4.98e-02    4.72e-02    2.7e-04
  45900      8.21e-01    6.80e-01      1.70e-02    1.71e-02      4.88e-02    4.01e-02    2.7e-04
  46000      9.33e-01    7.49e-01      6.09e-03    6.20e-03      5.62e-02    4.51e-02    2.7e-04
  46100      8.51e-01    7.71e-01      1.61e-02    1.70e-02      5.07e-02    4.57e-02    2.7e-04
  46200      6.91e-01    6.88e-01      1.13e-03    2.18e-04      4.17e-02    4.15e-02    2.7e-04
  46300      6.56e-01    5.70e-01      5.12e-03    5.04e-03      3.95e-02    3.43e-02    2.7e-04
